energy_type,country,year,consommation
Oil and petroleum products (excluding biofuel portion),Moldova,2019,905.217
Oil and petroleum products (excluding biofuel portion),Moldova,2020,858.448
Oil and petroleum products (excluding biofuel portion),Moldova,2021,942.324
Oil and petroleum products (excluding biofuel portion),Moldova,2022,933.959
Oil and petroleum products (excluding biofuel portion),Montenegro,2011,245.594
Oil and petroleum products (excluding biofuel portion),Montenegro,2012,237.984
Oil and petroleum products (excluding biofuel portion),Montenegro,2013,235.42
Oil and petroleum products (excluding biofuel portion),Montenegro,2014,232.694
Oil and petroleum products (excluding biofuel portion),Montenegro,2015,251.301
Oil and petroleum products (excluding biofuel portion),Montenegro,2016,279.809
Oil and petroleum products (excluding biofuel portion),Montenegro,2017,309.882
Oil and petroleum products (excluding biofuel portion),Montenegro,2018,327.614
Oil and petroleum products (excluding biofuel portion),Montenegro,2019,343.938
Oil and petroleum products (excluding biofuel portion),Montenegro,2020,299.172
Oil and petroleum products (excluding biofuel portion),Montenegro,2021,374.762
Oil and petroleum products (excluding biofuel portion),Montenegro,2022,373.676
Oil and petroleum products (excluding biofuel portion),North Macedonia,2011,794.165
Oil and petroleum products (excluding biofuel portion),North Macedonia,2012,786.801
Oil and petroleum products (excluding biofuel portion),North Macedonia,2013,804.903
Oil and petroleum products (excluding biofuel portion),North Macedonia,2014,800.869
Oil and petroleum products (excluding biofuel portion),North Macedonia,2015,854.221
Oil and petroleum products (excluding biofuel portion),North Macedonia,2016,903.753
Oil and petroleum products (excluding biofuel portion),North Macedonia,2017,910.731
Oil and petroleum products (excluding biofuel portion),North Macedonia,2018,906.83
Oil and petroleum products (excluding biofuel portion),North Macedonia,2019,980.194
Oil and petroleum products (excluding biofuel portion),North Macedonia,2020,903.097
Oil and petroleum products (excluding biofuel portion),North Macedonia,2021,984.999
Oil and petroleum products (excluding biofuel portion),North Macedonia,2022,973.26
Oil and petroleum products (excluding biofuel portion),Malta,2011,221.076
Oil and petroleum products (excluding biofuel portion),Malta,2012,230.916
Oil and petroleum products (excluding biofuel portion),Malta,2013,242.371
Oil and petroleum products (excluding biofuel portion),Malta,2014,249.498
Oil and petroleum products (excluding biofuel portion),Malta,2015,267.006
Oil and petroleum products (excluding biofuel portion),Malta,2016,263.113
Oil and petroleum products (excluding biofuel portion),Malta,2017,269.152
Oil and petroleum products (excluding biofuel portion),Malta,2018,281.14
Oil and petroleum products (excluding biofuel portion),Malta,2019,301.271
Oil and petroleum products (excluding biofuel portion),Malta,2020,261.203
Oil and petroleum products (excluding biofuel portion),Malta,2021,276.633
Oil and petroleum products (excluding biofuel portion),Malta,2022,322.718
Oil and petroleum products (excluding biofuel portion),Netherlands,2011,15185.501
Oil and petroleum products (excluding biofuel portion),Netherlands,2012,14916.192
Oil and petroleum products (excluding biofuel portion),Netherlands,2013,14228.684
Oil and petroleum products (excluding biofuel portion),Netherlands,2014,13383.318
Oil and petroleum products (excluding biofuel portion),Netherlands,2015,13494.427
Oil and petroleum products (excluding biofuel portion),Netherlands,2016,13864.871
Oil and petroleum products (excluding biofuel portion),Netherlands,2017,14039.572
Oil and petroleum products (excluding biofuel portion),Netherlands,2018,14146.176
Oil and petroleum products (excluding biofuel portion),Netherlands,2019,13738.301
Oil and petroleum products (excluding biofuel portion),Netherlands,2020,12541.235
Oil and petroleum products (excluding biofuel portion),Netherlands,2021,12367.449
Oil and petroleum products (excluding biofuel portion),Netherlands,2022,12162.27
Oil and petroleum products (excluding biofuel portion),Norway,2011,6758.168
Oil and petroleum products (excluding biofuel portion),Norway,2012,6667.411
Oil and petroleum products (excluding biofuel portion),Norway,2013,6625.642
Oil and petroleum products (excluding biofuel portion),Norway,2014,6582.202
Oil and petroleum products (excluding biofuel portion),Norway,2015,6549.44
Oil and petroleum products (excluding biofuel portion),Norway,2016,6427.805
Oil and petroleum products (excluding biofuel portion),Norway,2017,6230.415
Oil and petroleum products (excluding biofuel portion),Norway,2018,6299.974
Oil and petroleum products (excluding biofuel portion),Norway,2019,6050.372
Oil and petroleum products (excluding biofuel portion),Norway,2020,5832.775
Oil and petroleum products (excluding biofuel portion),Norway,2021,5989.691
Oil and petroleum products (excluding biofuel portion),Norway,2022,6055.981
Oil and petroleum products (excluding biofuel portion),Poland,2011,20153.043
Oil and petroleum products (excluding biofuel portion),Poland,2012,19223.287
Oil and petroleum products (excluding biofuel portion),Poland,2013,18039.601
Oil and petroleum products (excluding biofuel portion),Poland,2014,17979.24
Oil and petroleum products (excluding biofuel portion),Poland,2015,18645.538
Oil and petroleum products (excluding biofuel portion),Poland,2016,20944.192
Oil and petroleum products (excluding biofuel portion),Poland,2017,24134.599
Oil and petroleum products (excluding biofuel portion),Poland,2018,24843.17
Oil and petroleum products (excluding biofuel portion),Poland,2019,25426.775
Oil and petroleum products (excluding biofuel portion),Poland,2020,24384.458
Oil and petroleum products (excluding biofuel portion),Poland,2021,26175.513
Oil and petroleum products (excluding biofuel portion),Poland,2022,26287.07
Oil and petroleum products (excluding biofuel portion),Portugal,2011,7678.287
Oil and petroleum products (excluding biofuel portion),Portugal,2012,6937.225
Oil and petroleum products (excluding biofuel portion),Portugal,2013,6792.67
Oil and petroleum products (excluding biofuel portion),Portugal,2014,6855.325
Oil and petroleum products (excluding biofuel portion),Portugal,2015,6900.085
Oil and petroleum products (excluding biofuel portion),Portugal,2016,6928.269
Oil and petroleum products (excluding biofuel portion),Portugal,2017,7061.706
Oil and petroleum products (excluding biofuel portion),Portugal,2018,7079.636
Oil and petroleum products (excluding biofuel portion),Portugal,2019,7173.431
Oil and petroleum products (excluding biofuel portion),Portugal,2020,6250.025
Oil and petroleum products (excluding biofuel portion),Portugal,2021,6515.556
Oil and petroleum products (excluding biofuel portion),Portugal,2022,6862.654
Oil and petroleum products (excluding biofuel portion),Romania,2011,6538.205
Oil and petroleum products (excluding biofuel portion),Romania,2012,6697.161
Oil and petroleum products (excluding biofuel portion),Romania,2013,6401.581
Oil and petroleum products (excluding biofuel portion),Romania,2014,6589.99
Oil and petroleum products (excluding biofuel portion),Romania,2015,6768.39
Oil and petroleum products (excluding biofuel portion),Romania,2016,7068.552
Oil and petroleum products (excluding biofuel portion),Romania,2017,7571.555
Oil and petroleum products (excluding biofuel portion),Romania,2018,7876.257
Oil and petroleum products (excluding biofuel portion),Romania,2019,8257.951
Oil and petroleum products (excluding biofuel portion),Romania,2020,7925.892
Oil and petroleum products (excluding biofuel portion),Romania,2021,8449.61
Oil and petroleum products (excluding biofuel portion),Romania,2022,8994.477
Oil and petroleum products (excluding biofuel portion),Serbia,2011,2768.913
Oil and petroleum products (excluding biofuel portion),Serbia,2012,2676.707
Oil and petroleum products (excluding biofuel portion),Serbia,2013,2584.262
Oil and petroleum products (excluding biofuel portion),Serbia,2014,2596.315
Oil and petroleum products (excluding biofuel portion),Serbia,2015,2540.677
Oil and petroleum products (excluding biofuel portion),Serbia,2016,2625.187
Oil and petroleum products (excluding biofuel portion),Serbia,2017,2653.926
Oil and petroleum products (excluding biofuel portion),Serbia,2018,2661.55
Oil and petroleum products (excluding biofuel portion),Serbia,2019,2832.262
Oil and petroleum products (excluding biofuel portion),Serbia,2020,2608.464
Oil and petroleum products (excluding biofuel portion),Serbia,2021,2914.768
Oil and petroleum products (excluding biofuel portion),Serbia,2022,3240.342
Oil and petroleum products (excluding biofuel portion),Sweden,2011,9128.923
Oil and petroleum products (excluding biofuel portion),Sweden,2012,8628.97
Oil and petroleum products (excluding biofuel portion),Sweden,2013,8289.75
Oil and petroleum products (excluding biofuel portion),Sweden,2014,7969.965
Oil and petroleum products (excluding biofuel portion),Sweden,2015,7897.68
Oil and petroleum products (excluding biofuel portion),Sweden,2016,7623.552
Oil and petroleum products (excluding biofuel portion),Sweden,2017,7422.94
Oil and petroleum products (excluding biofuel portion),Sweden,2018,7130.971
Oil and petroleum products (excluding biofuel portion),Sweden,2019,7049.758
Oil and petroleum products (excluding biofuel portion),Sweden,2020,6511.363
Oil and petroleum products (excluding biofuel portion),Sweden,2021,6633.265
Oil and petroleum products (excluding biofuel portion),Sweden,2022,6020.106
Oil and petroleum products (excluding biofuel portion),Slovenia,2011,2431.944
Oil and petroleum products (excluding biofuel portion),Slovenia,2012,2359.679
Oil and petroleum products (excluding biofuel portion),Slovenia,2013,2217.148
Oil and petroleum products (excluding biofuel portion),Slovenia,2014,2157.326
Oil and petroleum products (excluding biofuel portion),Slovenia,2015,2140.619
Oil and petroleum products (excluding biofuel portion),Slovenia,2016,2258.25
Oil and petroleum products (excluding biofuel portion),Slovenia,2017,2271.029
Oil and petroleum products (excluding biofuel portion),Slovenia,2018,2269.949
Oil and petroleum products (excluding biofuel portion),Slovenia,2019,2188.421
Oil and petroleum products (excluding biofuel portion),Slovenia,2020,1860.541
Oil and petroleum products (excluding biofuel portion),Slovenia,2021,2023.069
Oil and petroleum products (excluding biofuel portion),Slovenia,2022,2226.064
Oil and petroleum products (excluding biofuel portion),Slovakia,2011,2200.285
Oil and petroleum products (excluding biofuel portion),Slovakia,2012,2217.101
Oil and petroleum products (excluding biofuel portion),Slovakia,2013,2107.298
Oil and petroleum products (excluding biofuel portion),Slovakia,2014,2070.257
Oil and petroleum products (excluding biofuel portion),Slovakia,2015,2080.036
Oil and petroleum products (excluding biofuel portion),Slovakia,2016,2292.113
Oil and petroleum products (excluding biofuel portion),Slovakia,2017,2639.564
Oil and petroleum products (excluding biofuel portion),Slovakia,2018,2785.49
Oil and petroleum products (excluding biofuel portion),Slovakia,2019,2763.809
Oil and petroleum products (excluding biofuel portion),Slovakia,2020,2578.072
Oil and petroleum products (excluding biofuel portion),Slovakia,2021,2730.153
Oil and petroleum products (excluding biofuel portion),Slovakia,2022,2795.508
Oil and petroleum products (excluding biofuel portion),Türkiye,2011,22571.546
Oil and petroleum products (excluding biofuel portion),Türkiye,2012,23679.044
Oil and petroleum products (excluding biofuel portion),Türkiye,2013,24563.786
Oil and petroleum products (excluding biofuel portion),Türkiye,2014,25861.101
Oil and petroleum products (excluding biofuel portion),Türkiye,2015,28671.118
Oil and petroleum products (excluding biofuel portion),Türkiye,2016,30767.238
Oil and petroleum products (excluding biofuel portion),Türkiye,2017,36218.259
Oil and petroleum products (excluding biofuel portion),Türkiye,2018,36239.054
Oil and petroleum products (excluding biofuel portion),Türkiye,2019,35289.374
Oil and petroleum products (excluding biofuel portion),Türkiye,2020,34559.31
Oil and petroleum products (excluding biofuel portion),Türkiye,2021,37042.075
Oil and petroleum products (excluding biofuel portion),Türkiye,2022,37491.316
Oil and petroleum products (excluding biofuel portion),Ukraine,2011,11661.542
Oil and petroleum products (excluding biofuel portion),Ukraine,2012,11644.626
Oil and petroleum products (excluding biofuel portion),Ukraine,2013,11286.376
Oil and petroleum products (excluding biofuel portion),Ukraine,2014,9643.496
Oil and petroleum products (excluding biofuel portion),Ukraine,2015,8726.194
Oil and petroleum products (excluding biofuel portion),Ukraine,2016,8945.443
Oil and petroleum products (excluding biofuel portion),Ukraine,2017,9025.891
Oil and petroleum products (excluding biofuel portion),Ukraine,2018,9149.107
Oil and petroleum products (excluding biofuel portion),Ukraine,2019,9761.517
Oil and petroleum products (excluding biofuel portion),Ukraine,2020,8612.265
Oil and petroleum products (excluding biofuel portion),United Kingdom,2011,46620.545
Oil and petroleum products (excluding biofuel portion),United Kingdom,2012,46780.555
Oil and petroleum products (excluding biofuel portion),United Kingdom,2013,45916.996
Oil and petroleum products (excluding biofuel portion),United Kingdom,2014,46443.693
Oil and petroleum products (excluding biofuel portion),United Kingdom,2015,47758.996
Oil and petroleum products (excluding biofuel portion),United Kingdom,2016,48636.319
Oil and petroleum products (excluding biofuel portion),United Kingdom,2017,49020.731
Oil and petroleum products (excluding biofuel portion),United Kingdom,2018,48387.497
Oil and petroleum products (excluding biofuel portion),United Kingdom,2019,47462.758
Oil and petroleum products (excluding biofuel portion),Kosovo*,2011,543.89
Oil and petroleum products (excluding biofuel portion),Kosovo*,2012,513.966
Oil and petroleum products (excluding biofuel portion),Kosovo*,2013,459.975
Oil and petroleum products (excluding biofuel portion),Kosovo*,2014,511.943
Oil and petroleum products (excluding biofuel portion),Kosovo*,2015,621.419
Oil and petroleum products (excluding biofuel portion),Kosovo*,2016,620.867
Oil and petroleum products (excluding biofuel portion),Kosovo*,2017,669.74
Oil and petroleum products (excluding biofuel portion),Kosovo*,2018,682.479
Oil and petroleum products (excluding biofuel portion),Kosovo*,2019,699.336
Oil and petroleum products (excluding biofuel portion),Kosovo*,2020,686.631
Oil and petroleum products (excluding biofuel portion),Kosovo*,2021,739.48
Oil and petroleum products (excluding biofuel portion),Kosovo*,2022,684.419
Peat and peat products,Albania,2011,0
Peat and peat products,Albania,2012,0
Peat and peat products,Albania,2013,0
Peat and peat products,Albania,2014,0
Peat and peat products,Albania,2015,0
Peat and peat products,Albania,2016,0
Peat and peat products,Albania,2017,0
Peat and peat products,Albania,2018,0
Peat and peat products,Albania,2019,0
Peat and peat products,Albania,2020,0
Peat and peat products,Albania,2021,0
Peat and peat products,Albania,2022,0
Peat and peat products,Austria,2011,0.21
Peat and peat products,Austria,2012,0.21
Peat and peat products,Austria,2013,0.21
Peat and peat products,Austria,2014,0.21
Peat and peat products,Austria,2015,0.21
Peat and peat products,Austria,2016,0
Peat and peat products,Austria,2017,0
Peat and peat products,Austria,2018,0
Peat and peat products,Austria,2019,0
Peat and peat products,Austria,2020,0
Peat and peat products,Austria,2021,0
Peat and peat products,Austria,2022,0
Peat and peat products,Bosnia and Herzegovina,2014,0
Peat and peat products,Bosnia and Herzegovina,2015,0
Peat and peat products,Bosnia and Herzegovina,2016,0
Peat and peat products,Bosnia and Herzegovina,2017,0
Peat and peat products,Bosnia and Herzegovina,2018,0
Peat and peat products,Bosnia and Herzegovina,2019,0
Peat and peat products,Bosnia and Herzegovina,2020,0
Peat and peat products,Bosnia and Herzegovina,2021,0
Peat and peat products,Bosnia and Herzegovina,2022,0
Peat and peat products,Belgium,2011,0
Peat and peat products,Belgium,2012,0
Peat and peat products,Belgium,2013,0
Peat and peat products,Belgium,2014,0
Peat and peat products,Belgium,2015,0
Peat and peat products,Belgium,2016,0
Peat and peat products,Belgium,2017,0
Peat and peat products,Belgium,2018,0
Peat and peat products,Belgium,2019,0
Peat and peat products,Belgium,2020,0
Peat and peat products,Belgium,2021,0
Peat and peat products,Belgium,2022,0
Peat and peat products,Bulgaria,2011,0
Peat and peat products,Bulgaria,2012,0
Peat and peat products,Bulgaria,2013,0
Peat and peat products,Bulgaria,2014,0
Peat and peat products,Bulgaria,2015,0
Peat and peat products,Bulgaria,2016,0
Peat and peat products,Bulgaria,2017,0
Peat and peat products,Bulgaria,2018,0
Peat and peat products,Bulgaria,2019,0
Peat and peat products,Bulgaria,2020,0
Peat and peat products,Bulgaria,2021,0
Peat and peat products,Bulgaria,2022,0
Peat and peat products,Cyprus,2011,0
Peat and peat products,Cyprus,2012,0
Peat and peat products,Cyprus,2013,0
Peat and peat products,Cyprus,2014,0
Peat and peat products,Cyprus,2015,0
Peat and peat products,Cyprus,2016,0
Peat and peat products,Cyprus,2017,0
Peat and peat products,Cyprus,2018,0
Peat and peat products,Cyprus,2019,0
Peat and peat products,Cyprus,2020,0
Peat and peat products,Cyprus,2021,0
Peat and peat products,Cyprus,2022,0
Peat and peat products,Czechia,2011,0
Peat and peat products,Czechia,2012,0
Peat and peat products,Czechia,2013,0
Peat and peat products,Czechia,2014,0
Peat and peat products,Czechia,2015,0
Peat and peat products,Czechia,2016,0
Peat and peat products,Czechia,2017,0
Peat and peat products,Czechia,2018,0
Peat and peat products,Czechia,2019,0
Peat and peat products,Czechia,2020,0
Peat and peat products,Czechia,2021,0
Peat and peat products,Czechia,2022,0
Peat and peat products,Germany,2011,0
Peat and peat products,Germany,2012,0
Peat and peat products,Germany,2013,0
Peat and peat products,Germany,2014,0
Peat and peat products,Germany,2015,0
Peat and peat products,Germany,2016,0
Peat and peat products,Germany,2017,0
Peat and peat products,Germany,2018,0
Peat and peat products,Germany,2019,0
Peat and peat products,Germany,2020,0
Peat and peat products,Germany,2021,0
Peat and peat products,Germany,2022,0
Peat and peat products,Denmark,2011,0
Peat and peat products,Denmark,2012,0
Peat and peat products,Denmark,2013,0
Peat and peat products,Denmark,2014,0
Peat and peat products,Denmark,2015,0
Peat and peat products,Denmark,2016,0
Peat and peat products,Denmark,2017,0
Peat and peat products,Denmark,2018,0
Peat and peat products,Denmark,2019,0
Peat and peat products,Denmark,2020,0
Peat and peat products,Denmark,2021,0
Peat and peat products,Denmark,2022,0
Peat and peat products,Estonia,2011,5.458
Peat and peat products,Estonia,2012,4.72
Peat and peat products,Estonia,2013,4.72
Peat and peat products,Estonia,2014,4.357
Peat and peat products,Estonia,2015,3.267
Peat and peat products,Estonia,2016,1.7
Peat and peat products,Estonia,2017,0
Peat and peat products,Estonia,2018,0
Peat and peat products,Estonia,2019,0
Peat and peat products,Estonia,2020,0
Peat and peat products,Estonia,2021,0
Peat and peat products,Estonia,2022,1.939
Peat and peat products,Greece,2011,0
Peat and peat products,Greece,2012,0
Peat and peat products,Greece,2013,0
Peat and peat products,Greece,2014,0
Peat and peat products,Greece,2015,0
Peat and peat products,Greece,2016,0
Peat and peat products,Greece,2017,0
Peat and peat products,Greece,2018,0
Peat and peat products,Greece,2019,0
Peat and peat products,Greece,2020,0
Peat and peat products,Greece,2021,0
Peat and peat products,Greece,2022,0
Peat and peat products,Spain,2011,0
Peat and peat products,Spain,2012,0
Peat and peat products,Spain,2013,0
Peat and peat products,Spain,2014,0
Peat and peat products,Spain,2015,0
Peat and peat products,Spain,2016,0
Peat and peat products,Spain,2017,0
Peat and peat products,Spain,2018,0
Peat and peat products,Spain,2019,0
Peat and peat products,Spain,2020,0
Peat and peat products,Spain,2021,0
Peat and peat products,Spain,2022,0
Peat and peat products,Finland,2011,285.935
Peat and peat products,Finland,2012,254.813
Peat and peat products,Finland,2013,223.063
Peat and peat products,Finland,2014,239.227
Peat and peat products,Finland,2015,224.438
Peat and peat products,Finland,2016,211.272
Peat and peat products,Finland,2017,204.238
Peat and peat products,Finland,2018,218.373
Peat and peat products,Finland,2019,209.708
Peat and peat products,Finland,2020,154.902
Peat and peat products,Finland,2021,139.888
Peat and peat products,Finland,2022,101.8
Peat and peat products,France,2011,0
Peat and peat products,France,2012,0
Peat and peat products,France,2013,0
Peat and peat products,France,2014,0
Peat and peat products,France,2015,0
Peat and peat products,France,2016,0
Peat and peat products,France,2017,0
Peat and peat products,France,2018,0
Peat and peat products,France,2019,0
Peat and peat products,France,2020,0
Peat and peat products,France,2021,0
Peat and peat products,France,2022,0
Peat and peat products,Georgia,2013,0
Peat and peat products,Georgia,2014,0
Peat and peat products,Georgia,2015,0
Peat and peat products,Georgia,2016,0
Peat and peat products,Georgia,2017,0
Peat and peat products,Georgia,2018,0
Peat and peat products,Georgia,2019,0
Peat and peat products,Georgia,2020,0
Peat and peat products,Georgia,2021,0
Peat and peat products,Georgia,2022,0
Peat and peat products,Croatia,2011,0
Peat and peat products,Croatia,2012,0
Peat and peat products,Croatia,2013,0
Peat and peat products,Croatia,2014,0
Peat and peat products,Croatia,2015,0
Peat and peat products,Croatia,2016,0
Peat and peat products,Croatia,2017,0
Peat and peat products,Croatia,2018,0
Peat and peat products,Croatia,2019,0
Peat and peat products,Croatia,2020,0
Peat and peat products,Croatia,2021,0
Peat and peat products,Croatia,2022,0
Peat and peat products,Hungary,2011,0
Peat and peat products,Hungary,2012,0
Peat and peat products,Hungary,2013,0
Peat and peat products,Hungary,2014,0
Peat and peat products,Hungary,2015,0
Peat and peat products,Hungary,2016,0
Peat and peat products,Hungary,2017,0
Peat and peat products,Hungary,2018,0
Peat and peat products,Hungary,2019,0
Peat and peat products,Hungary,2020,0
Peat and peat products,Hungary,2021,0
Peat and peat products,Hungary,2022,0.368
Peat and peat products,Ireland,2011,241.484
Peat and peat products,Ireland,2012,214.905
Peat and peat products,Ireland,2013,218.144
Peat and peat products,Ireland,2014,200.301
Peat and peat products,Ireland,2015,201.005
Peat and peat products,Ireland,2016,197.305
Peat and peat products,Ireland,2017,188.705
Peat and peat products,Ireland,2018,196.957
Peat and peat products,Ireland,2019,183.493
Peat and peat products,Ireland,2020,189.346
Peat and peat products,Ireland,2021,179.954
Peat and peat products,Ireland,2022,160.568
Peat and peat products,Iceland,2011,0
Peat and peat products,Iceland,2012,0
Peat and peat products,Iceland,2013,0
Peat and peat products,Iceland,2014,0
Peat and peat products,Iceland,2015,0
Peat and peat products,Iceland,2016,0
Peat and peat products,Iceland,2017,0
Peat and peat products,Iceland,2018,0
Peat and peat products,Iceland,2019,0
Peat and peat products,Iceland,2020,0
Peat and peat products,Iceland,2021,0
Peat and peat products,Italy,2011,0
Peat and peat products,Italy,2012,0
Peat and peat products,Italy,2013,0
Peat and peat products,Italy,2014,0
Peat and peat products,Italy,2015,0
Peat and peat products,Italy,2016,0
Peat and peat products,Italy,2017,0
Peat and peat products,Italy,2018,0
Peat and peat products,Italy,2019,0
Peat and peat products,Italy,2020,0
Peat and peat products,Italy,2021,0
Peat and peat products,Italy,2022,0
Peat and peat products,Lithuania,2011,24.976
Peat and peat products,Lithuania,2012,29.908
Peat and peat products,Lithuania,2013,30.021
Peat and peat products,Lithuania,2014,26.247
Peat and peat products,Lithuania,2015,18.645
Peat and peat products,Lithuania,2016,22.381
Peat and peat products,Lithuania,2017,24.248
Peat and peat products,Lithuania,2018,28.072
Peat and peat products,Lithuania,2019,21.923
Peat and peat products,Lithuania,2020,14.521
Peat and peat products,Lithuania,2021,17.28
Peat and peat products,Lithuania,2022,19.962
Peat and peat products,Luxembourg,2011,0
Peat and peat products,Luxembourg,2012,0
Peat and peat products,Luxembourg,2013,0
Peat and peat products,Luxembourg,2014,0
Peat and peat products,Luxembourg,2015,0
Peat and peat products,Luxembourg,2016,0
Peat and peat products,Luxembourg,2017,0
Peat and peat products,Luxembourg,2018,0
Peat and peat products,Luxembourg,2019,0
Peat and peat products,Luxembourg,2020,0
Peat and peat products,Luxembourg,2021,0
Peat and peat products,Luxembourg,2022,0
Peat and peat products,Latvia,2011,0.72
Peat and peat products,Latvia,2012,0.72
Peat and peat products,Latvia,2013,0.48
Peat and peat products,Latvia,2014,0.72
Peat and peat products,Latvia,2015,0.24
Peat and peat products,Latvia,2016,0.72
Peat and peat products,Latvia,2017,0.285
Peat and peat products,Latvia,2018,0.758
Peat and peat products,Latvia,2019,0.897
Peat and peat products,Latvia,2020,0.672
Peat and peat products,Latvia,2021,1.123
Peat and peat products,Latvia,2022,0.923
Peat and peat products,Moldova,2011,0
Peat and peat products,Moldova,2012,0
Peat and peat products,Moldova,2013,0
Peat and peat products,Moldova,2014,0
Peat and peat products,Moldova,2015,0.284
Peat and peat products,Moldova,2016,0
Peat and peat products,Moldova,2017,0
Peat and peat products,Moldova,2018,0
Peat and peat products,Moldova,2019,0
Peat and peat products,Moldova,2020,0
Peat and peat products,Moldova,2021,0
Peat and peat products,Moldova,2022,0.085
Peat and peat products,Montenegro,2011,0
Peat and peat products,Montenegro,2012,0
Peat and peat products,Montenegro,2013,0
Peat and peat products,Montenegro,2014,0
Peat and peat products,Montenegro,2015,0
Peat and peat products,Montenegro,2016,0
Peat and peat products,Montenegro,2017,0
Peat and peat products,Montenegro,2018,0
Peat and peat products,Montenegro,2019,0
Peat and peat products,Montenegro,2020,0
Peat and peat products,Montenegro,2021,0
Peat and peat products,Montenegro,2022,0
Peat and peat products,North Macedonia,2011,0
Peat and peat products,North Macedonia,2012,0
Peat and peat products,North Macedonia,2013,0
Peat and peat products,North Macedonia,2014,0
Peat and peat products,North Macedonia,2015,0
Peat and peat products,North Macedonia,2016,0
Peat and peat products,North Macedonia,2017,0
Peat and peat products,North Macedonia,2018,0
Peat and peat products,North Macedonia,2019,0
Peat and peat products,North Macedonia,2020,0
Peat and peat products,North Macedonia,2021,0
Peat and peat products,North Macedonia,2022,0
Peat and peat products,Malta,2011,0
Peat and peat products,Malta,2012,0
Peat and peat products,Malta,2013,0
Peat and peat products,Malta,2014,0
Peat and peat products,Malta,2015,0
Peat and peat products,Malta,2016,0
Peat and peat products,Malta,2017,0
Peat and peat products,Malta,2018,0
Peat and peat products,Malta,2019,0
Peat and peat products,Malta,2020,0
Peat and peat products,Malta,2021,0
Peat and peat products,Malta,2022,0
Peat and peat products,Netherlands,2011,0
Peat and peat products,Netherlands,2012,0
Peat and peat products,Netherlands,2013,0
Peat and peat products,Netherlands,2014,0
Peat and peat products,Netherlands,2015,0
Peat and peat products,Netherlands,2016,0
Peat and peat products,Netherlands,2017,0
Peat and peat products,Netherlands,2018,0
Peat and peat products,Netherlands,2019,0
Peat and peat products,Netherlands,2020,0
Peat and peat products,Netherlands,2021,0
Peat and peat products,Netherlands,2022,0
Peat and peat products,Norway,2011,0
Peat and peat products,Norway,2012,0
Peat and peat products,Norway,2013,0
Peat and peat products,Norway,2014,0
Peat and peat products,Norway,2015,0
Peat and peat products,Norway,2016,0
Peat and peat products,Norway,2017,0
Peat and peat products,Norway,2018,0
Peat and peat products,Norway,2019,0
Peat and peat products,Norway,2020,0
Peat and peat products,Norway,2021,0
Peat and peat products,Norway,2022,0
Peat and peat products,Poland,2011,0
Peat and peat products,Poland,2012,0
Peat and peat products,Poland,2013,0
Peat and peat products,Poland,2014,0
Peat and peat products,Poland,2015,0
Peat and peat products,Poland,2016,0
Peat and peat products,Poland,2017,0
Peat and peat products,Poland,2018,0
Peat and peat products,Poland,2019,0
Peat and peat products,Poland,2020,0
Peat and peat products,Poland,2021,0
Peat and peat products,Poland,2022,0
Peat and peat products,Portugal,2011,0
Peat and peat products,Portugal,2012,0
Peat and peat products,Portugal,2013,0
Peat and peat products,Portugal,2014,0
Peat and peat products,Portugal,2015,0
Peat and peat products,Portugal,2016,0
Peat and peat products,Portugal,2017,0
Peat and peat products,Portugal,2018,0
Peat and peat products,Portugal,2019,0
Peat and peat products,Portugal,2020,0
Peat and peat products,Portugal,2021,0
Peat and peat products,Portugal,2022,0
Peat and peat products,Romania,2011,8.188
Peat and peat products,Romania,2012,0.42
Peat and peat products,Romania,2013,7.978
Peat and peat products,Romania,2014,6.928
Peat and peat products,Romania,2015,8.188
Peat and peat products,Romania,2016,9.448
Peat and peat products,Romania,2017,11.829
Peat and peat products,Romania,2018,14.857
Peat and peat products,Romania,2019,14.667
Peat and peat products,Romania,2020,16.332
Peat and peat products,Romania,2021,17.635
Peat and peat products,Romania,2022,18.034
Peat and peat products,Serbia,2011,0
Peat and peat products,Serbia,2012,0
Peat and peat products,Serbia,2013,0
Peat and peat products,Serbia,2014,0
Peat and peat products,Serbia,2015,0
Peat and peat products,Serbia,2016,0
Peat and peat products,Serbia,2017,0
Peat and peat products,Serbia,2018,0
Peat and peat products,Serbia,2019,0
Peat and peat products,Serbia,2020,0
Peat and peat products,Serbia,2021,0
Peat and peat products,Serbia,2022,0
Peat and peat products,Sweden,2011,8.255
Peat and peat products,Sweden,2012,5.675
Peat and peat products,Sweden,2013,6.191
Peat and peat products,Sweden,2014,5.675
Peat and peat products,Sweden,2015,3.353
Peat and peat products,Sweden,2016,3.353
Peat and peat products,Sweden,2017,3.353
Peat and peat products,Sweden,2018,3.095
Peat and peat products,Sweden,2019,4.643
Peat and peat products,Sweden,2020,3.353
Peat and peat products,Sweden,2021,1.806
Peat and peat products,Sweden,2022,1.29
Peat and peat products,Slovenia,2011,0
Peat and peat products,Slovenia,2012,0
Peat and peat products,Slovenia,2013,0
Peat and peat products,Slovenia,2014,0
Peat and peat products,Slovenia,2015,0
Peat and peat products,Slovenia,2016,0
Peat and peat products,Slovenia,2017,0
Peat and peat products,Slovenia,2018,0
Peat and peat products,Slovenia,2019,0
Peat and peat products,Slovenia,2020,0
Peat and peat products,Slovenia,2021,0
