country,year,energy_type,production
North Macedonia,2018,Oil and petroleum products (excluding biofuel portion),972.241
North Macedonia,2019,Oil and petroleum products (excluding biofuel portion),1056.590
North Macedonia,2020,Oil and petroleum products (excluding biofuel portion),984.942
North Macedonia,2021,Oil and petroleum products (excluding biofuel portion),1069.388
North Macedonia,2022,Oil and petroleum products (excluding biofuel portion),1157.933
Malta,2011,Oil and petroleum products (excluding biofuel portion),823.493
Malta,2012,Oil and petroleum products (excluding biofuel portion),869.662
Malta,2013,Oil and petroleum products (excluding biofuel portion),764.259
Malta,2014,Oil and petroleum products (excluding biofuel portion),761.680
Malta,2015,Oil and petroleum products (excluding biofuel portion),530.071
Malta,2016,Oil and petroleum products (excluding biofuel portion),438.473
Malta,2017,Oil and petroleum products (excluding biofuel portion),330.669
Malta,2018,Oil and petroleum products (excluding biofuel portion),298.239
Malta,2019,Oil and petroleum products (excluding biofuel portion),326.599
Malta,2020,Oil and petroleum products (excluding biofuel portion),290.509
Malta,2021,Oil and petroleum products (excluding biofuel portion),301.265
Malta,2022,Oil and petroleum products (excluding biofuel portion),349.450
Netherlands,2011,Oil and petroleum products (excluding biofuel portion),28511.080
Netherlands,2012,Oil and petroleum products (excluding biofuel portion),28798.800
Netherlands,2013,Oil and petroleum products (excluding biofuel portion),27577.237
Netherlands,2014,Oil and petroleum products (excluding biofuel portion),26722.478
Netherlands,2015,Oil and petroleum products (excluding biofuel portion),19022.501
Netherlands,2016,Oil and petroleum products (excluding biofuel portion),24348.432
Netherlands,2017,Oil and petroleum products (excluding biofuel portion),22874.049
Netherlands,2018,Oil and petroleum products (excluding biofuel portion),17419.932
Netherlands,2019,Oil and petroleum products (excluding biofuel portion),26309.552
Netherlands,2020,Oil and petroleum products (excluding biofuel portion),25573.809
Netherlands,2021,Oil and petroleum products (excluding biofuel portion),26007.174
Netherlands,2022,Oil and petroleum products (excluding biofuel portion),24948.843
Norway,2011,Oil and petroleum products (excluding biofuel portion),9670.473
Norway,2012,Oil and petroleum products (excluding biofuel portion),10490.067
Norway,2013,Oil and petroleum products (excluding biofuel portion),11854.607
Norway,2014,Oil and petroleum products (excluding biofuel portion),9548.024
Norway,2015,Oil and petroleum products (excluding biofuel portion),5779.370
Norway,2016,Oil and petroleum products (excluding biofuel portion),8765.398
Norway,2017,Oil and petroleum products (excluding biofuel portion),10400.837
Norway,2018,Oil and petroleum products (excluding biofuel portion),9705.854
Norway,2019,Oil and petroleum products (excluding biofuel portion),8802.863
Norway,2020,Oil and petroleum products (excluding biofuel portion),8911.605
Norway,2021,Oil and petroleum products (excluding biofuel portion),8594.852
Norway,2022,Oil and petroleum products (excluding biofuel portion),6942.515
Poland,2011,Oil and petroleum products (excluding biofuel portion),25670.684
Poland,2012,Oil and petroleum products (excluding biofuel portion),24430.213
Poland,2013,Oil and petroleum products (excluding biofuel portion),22288.676
Poland,2014,Oil and petroleum products (excluding biofuel portion),22090.671
Poland,2015,Oil and petroleum products (excluding biofuel portion),23424.066
Poland,2016,Oil and petroleum products (excluding biofuel portion),25884.240
Poland,2017,Oil and petroleum products (excluding biofuel portion),29118.922
Poland,2018,Oil and petroleum products (excluding biofuel portion),29788.445
Poland,2019,Oil and petroleum products (excluding biofuel portion),30224.419
Poland,2020,Oil and petroleum products (excluding biofuel portion),28979.192
Poland,2021,Oil and petroleum products (excluding biofuel portion),30711.139
Poland,2022,Oil and petroleum products (excluding biofuel portion),31941.843
Portugal,2011,Oil and petroleum products (excluding biofuel portion),10621.092
Portugal,2012,Oil and petroleum products (excluding biofuel portion),9385.070
Portugal,2013,Oil and petroleum products (excluding biofuel portion),9346.255
Portugal,2014,Oil and petroleum products (excluding biofuel portion),9237.492
Portugal,2015,Oil and petroleum products (excluding biofuel portion),9313.291
Portugal,2016,Oil and petroleum products (excluding biofuel portion),9212.457
Portugal,2017,Oil and petroleum products (excluding biofuel portion),9306.001
Portugal,2018,Oil and petroleum products (excluding biofuel portion),8876.882
Portugal,2019,Oil and petroleum products (excluding biofuel portion),9364.806
Portugal,2020,Oil and petroleum products (excluding biofuel portion),8425.384
Portugal,2021,Oil and petroleum products (excluding biofuel portion),8477.590
Portugal,2022,Oil and petroleum products (excluding biofuel portion),8886.970
Romania,2011,Oil and petroleum products (excluding biofuel portion),8489.053
Romania,2012,Oil and petroleum products (excluding biofuel portion),8260.859
Romania,2013,Oil and petroleum products (excluding biofuel portion),7806.431
Romania,2014,Oil and petroleum products (excluding biofuel portion),7772.989
Romania,2015,Oil and petroleum products (excluding biofuel portion),8409.243
Romania,2016,Oil and petroleum products (excluding biofuel portion),8541.589
Romania,2017,Oil and petroleum products (excluding biofuel portion),9297.191
Romania,2018,Oil and petroleum products (excluding biofuel portion),9583.650
Romania,2019,Oil and petroleum products (excluding biofuel portion),9737.316
Romania,2020,Oil and petroleum products (excluding biofuel portion),9594.277
Romania,2021,Oil and petroleum products (excluding biofuel portion),10429.818
Romania,2022,Oil and petroleum products (excluding biofuel portion),10430.240
Serbia,2011,Oil and petroleum products (excluding biofuel portion),3846.448
Serbia,2012,Oil and petroleum products (excluding biofuel portion),3390.486
Serbia,2013,Oil and petroleum products (excluding biofuel portion),3407.901
Serbia,2014,Oil and petroleum products (excluding biofuel portion),3276.263
Serbia,2015,Oil and petroleum products (excluding biofuel portion),3400.616
Serbia,2016,Oil and petroleum products (excluding biofuel portion),3667.107
Serbia,2017,Oil and petroleum products (excluding biofuel portion),3669.565
Serbia,2018,Oil and petroleum products (excluding biofuel portion),3676.075
Serbia,2019,Oil and petroleum products (excluding biofuel portion),3731.358
Serbia,2020,Oil and petroleum products (excluding biofuel portion),3534.005
Serbia,2021,Oil and petroleum products (excluding biofuel portion),3917.487
Serbia,2022,Oil and petroleum products (excluding biofuel portion),4317.113
Sweden,2011,Oil and petroleum products (excluding biofuel portion),13680.873
Sweden,2012,Oil and petroleum products (excluding biofuel portion),12520.185
Sweden,2013,Oil and petroleum products (excluding biofuel portion),11840.109
Sweden,2014,Oil and petroleum products (excluding biofuel portion),11551.749
Sweden,2015,Oil and petroleum products (excluding biofuel portion),8752.646
Sweden,2016,Oil and petroleum products (excluding biofuel portion),10108.815
Sweden,2017,Oil and petroleum products (excluding biofuel portion),9779.429
Sweden,2018,Oil and petroleum products (excluding biofuel portion),10686.544
Sweden,2019,Oil and petroleum products (excluding biofuel portion),9668.936
Sweden,2020,Oil and petroleum products (excluding biofuel portion),8158.056
Sweden,2021,Oil and petroleum products (excluding biofuel portion),8983.800
Sweden,2022,Oil and petroleum products (excluding biofuel portion),8643.272
Slovenia,2011,Oil and petroleum products (excluding biofuel portion),2556.972
Slovenia,2012,Oil and petroleum products (excluding biofuel portion),2481.706
Slovenia,2013,Oil and petroleum products (excluding biofuel portion),2326.818
Slovenia,2014,Oil and petroleum products (excluding biofuel portion),2301.217
Slovenia,2015,Oil and petroleum products (excluding biofuel portion),2262.852
Slovenia,2016,Oil and petroleum products (excluding biofuel portion),2381.005
Slovenia,2017,Oil and petroleum products (excluding biofuel portion),2405.176
Slovenia,2018,Oil and petroleum products (excluding biofuel portion),2418.413
Slovenia,2019,Oil and petroleum products (excluding biofuel portion),2342.238
Slovenia,2020,Oil and petroleum products (excluding biofuel portion),1999.311
Slovenia,2021,Oil and petroleum products (excluding biofuel portion),2181.480
Slovenia,2022,Oil and petroleum products (excluding biofuel portion),2356.461
Slovakia,2011,Oil and petroleum products (excluding biofuel portion),3389.974
Slovakia,2012,Oil and petroleum products (excluding biofuel portion),3184.842
Slovakia,2013,Oil and petroleum products (excluding biofuel portion),3053.335
Slovakia,2014,Oil and petroleum products (excluding biofuel portion),2805.170
Slovakia,2015,Oil and petroleum products (excluding biofuel portion),3061.254
Slovakia,2016,Oil and petroleum products (excluding biofuel portion),3276.571
Slovakia,2017,Oil and petroleum products (excluding biofuel portion),3649.869
Slovakia,2018,Oil and petroleum products (excluding biofuel portion),3738.386
Slovakia,2019,Oil and petroleum products (excluding biofuel portion),3552.436
Slovakia,2020,Oil and petroleum products (excluding biofuel portion),3569.489
Slovakia,2021,Oil and petroleum products (excluding biofuel portion),3714.395
Slovakia,2022,Oil and petroleum products (excluding biofuel portion),3795.580
Türkiye,2011,Oil and petroleum products (excluding biofuel portion),30452.978
Türkiye,2012,Oil and petroleum products (excluding biofuel portion),32477.777
Türkiye,2013,Oil and petroleum products (excluding biofuel portion),31955.071
Türkiye,2014,Oil and petroleum products (excluding biofuel portion),32985.875
Türkiye,2015,Oil and petroleum products (excluding biofuel portion),38674.692
Türkiye,2016,Oil and petroleum products (excluding biofuel portion),42345.377
Türkiye,2017,Oil and petroleum products (excluding biofuel portion),44694.726
Türkiye,2018,Oil and petroleum products (excluding biofuel portion),42395.776
Türkiye,2019,Oil and petroleum products (excluding biofuel portion),42574.621
Türkiye,2020,Oil and petroleum products (excluding biofuel portion),41828.565
Türkiye,2021,Oil and petroleum products (excluding biofuel portion),43515.682
Türkiye,2022,Oil and petroleum products (excluding biofuel portion),44283.202
Ukraine,2011,Oil and petroleum products (excluding biofuel portion),12446.202
Ukraine,2012,Oil and petroleum products (excluding biofuel portion),11611.959
Ukraine,2013,Oil and petroleum products (excluding biofuel portion),9895.834
Ukraine,2014,Oil and petroleum products (excluding biofuel portion),10640.836
Ukraine,2015,Oil and petroleum products (excluding biofuel portion),10504.467
Ukraine,2016,Oil and petroleum products (excluding biofuel portion),11149.992
Ukraine,2017,Oil and petroleum products (excluding biofuel portion),12642.177
Ukraine,2018,Oil and petroleum products (excluding biofuel portion),13272.384
Ukraine,2019,Oil and petroleum products (excluding biofuel portion),13475.359
Ukraine,2020,Oil and petroleum products (excluding biofuel portion),14142.516
United Kingdom,2011,Oil and petroleum products (excluding biofuel portion),60078.878
United Kingdom,2012,Oil and petroleum products (excluding biofuel portion),59285.023
United Kingdom,2013,Oil and petroleum products (excluding biofuel portion),56804.113
United Kingdom,2014,Oil and petroleum products (excluding biofuel portion),58101.002
United Kingdom,2015,Oil and petroleum products (excluding biofuel portion),59962.390
United Kingdom,2016,Oil and petroleum products (excluding biofuel portion),61008.916
United Kingdom,2017,Oil and petroleum products (excluding biofuel portion),61477.238
United Kingdom,2018,Oil and petroleum products (excluding biofuel portion),60521.778
United Kingdom,2019,Oil and petroleum products (excluding biofuel portion),59248.469
Kosovo*,2011,Oil and petroleum products (excluding biofuel portion),618.105
Kosovo*,2012,Oil and petroleum products (excluding biofuel portion),567.700
Kosovo*,2013,Oil and petroleum products (excluding biofuel portion),509.381
Kosovo*,2014,Oil and petroleum products (excluding biofuel portion),553.094
Kosovo*,2015,Oil and petroleum products (excluding biofuel portion),675.598
Kosovo*,2016,Oil and petroleum products (excluding biofuel portion),667.846
Kosovo*,2017,Oil and petroleum products (excluding biofuel portion),726.583
Kosovo*,2018,Oil and petroleum products (excluding biofuel portion),731.091
Kosovo*,2019,Oil and petroleum products (excluding biofuel portion),757.402
Kosovo*,2020,Oil and petroleum products (excluding biofuel portion),743.199
Kosovo*,2021,Oil and petroleum products (excluding biofuel portion),850.930
Kosovo*,2022,Oil and petroleum products (excluding biofuel portion),761.325
Albania,2011,Peat and peat products,0.000
Albania,2012,Peat and peat products,0.000
Albania,2013,Peat and peat products,0.000
Albania,2014,Peat and peat products,0.000
Albania,2015,Peat and peat products,0.000
Albania,2016,Peat and peat products,0.000
Albania,2017,Peat and peat products,0.000
Albania,2018,Peat and peat products,0.000
Albania,2019,Peat and peat products,0.000
Albania,2020,Peat and peat products,0.000
Albania,2021,Peat and peat products,0.000
Albania,2022,Peat and peat products,0.000
Austria,2011,Peat and peat products,0.210
Austria,2012,Peat and peat products,0.210
Austria,2013,Peat and peat products,0.210
Austria,2014,Peat and peat products,0.210
Austria,2015,Peat and peat products,0.210
Austria,2016,Peat and peat products,0.000
Austria,2017,Peat and peat products,0.000
Austria,2018,Peat and peat products,0.000
Austria,2019,Peat and peat products,0.000
Austria,2020,Peat and peat products,0.000
Austria,2021,Peat and peat products,0.000
Austria,2022,Peat and peat products,0.000
Bosnia and Herzegovina,2014,Peat and peat products,0.000
Bosnia and Herzegovina,2015,Peat and peat products,0.000
Bosnia and Herzegovina,2016,Peat and peat products,0.000
Bosnia and Herzegovina,2017,Peat and peat products,0.000
Bosnia and Herzegovina,2018,Peat and peat products,0.000
Bosnia and Herzegovina,2019,Peat and peat products,0.000
Bosnia and Herzegovina,2020,Peat and peat products,0.000
Bosnia and Herzegovina,2021,Peat and peat products,0.000
Bosnia and Herzegovina,2022,Peat and peat products,0.000
Belgium,2011,Peat and peat products,0.000
Belgium,2012,Peat and peat products,0.000
Belgium,2013,Peat and peat products,0.000
Belgium,2014,Peat and peat products,0.000
Belgium,2015,Peat and peat products,0.000
Belgium,2016,Peat and peat products,0.000
Belgium,2017,Peat and peat products,0.000
Belgium,2018,Peat and peat products,0.000
Belgium,2019,Peat and peat products,0.000
Belgium,2020,Peat and peat products,0.000
Belgium,2021,Peat and peat products,0.000
Belgium,2022,Peat and peat products,0.000
Bulgaria,2011,Peat and peat products,0.000
Bulgaria,2012,Peat and peat products,0.000
Bulgaria,2013,Peat and peat products,0.000
Bulgaria,2014,Peat and peat products,0.000
Bulgaria,2015,Peat and peat products,0.000
Bulgaria,2016,Peat and peat products,0.000
Bulgaria,2017,Peat and peat products,0.000
Bulgaria,2018,Peat and peat products,0.000
Bulgaria,2019,Peat and peat products,0.000
Bulgaria,2020,Peat and peat products,0.000
Bulgaria,2021,Peat and peat products,0.000
Bulgaria,2022,Peat and peat products,0.000
Cyprus,2011,Peat and peat products,0.000
Cyprus,2012,Peat and peat products,0.000
Cyprus,2013,Peat and peat products,0.000
Cyprus,2014,Peat and peat products,0.000
Cyprus,2015,Peat and peat products,0.000
Cyprus,2016,Peat and peat products,0.000
Cyprus,2017,Peat and peat products,0.000
Cyprus,2018,Peat and peat products,0.000
Cyprus,2019,Peat and peat products,0.000
Cyprus,2020,Peat and peat products,0.000
Cyprus,2021,Peat and peat products,0.000
Cyprus,2022,Peat and peat products,0.000
Czechia,2011,Peat and peat products,0.000
Czechia,2012,Peat and peat products,0.000
Czechia,2013,Peat and peat products,0.000
Czechia,2014,Peat and peat products,0.000
Czechia,2015,Peat and peat products,0.000
Czechia,2016,Peat and peat products,0.000
Czechia,2017,Peat and peat products,0.000
Czechia,2018,Peat and peat products,0.000
Czechia,2019,Peat and peat products,0.000
Czechia,2020,Peat and peat products,0.000
Czechia,2021,Peat and peat products,0.000
Czechia,2022,Peat and peat products,0.000
Germany,2011,Peat and peat products,0.000
Germany,2012,Peat and peat products,0.000
Germany,2013,Peat and peat products,0.000
Germany,2014,Peat and peat products,0.000
Germany,2015,Peat and peat products,0.000
Germany,2016,Peat and peat products,0.000
Germany,2017,Peat and peat products,0.000
Germany,2018,Peat and peat products,0.000
Germany,2019,Peat and peat products,0.000
Germany,2020,Peat and peat products,0.000
Germany,2021,Peat and peat products,0.000
Germany,2022,Peat and peat products,0.000
Denmark,2011,Peat and peat products,0.000
Denmark,2012,Peat and peat products,0.000
Denmark,2013,Peat and peat products,0.000
Denmark,2014,Peat and peat products,0.000
Denmark,2015,Peat and peat products,0.000
Denmark,2016,Peat and peat products,0.000
Denmark,2017,Peat and peat products,0.000
Denmark,2018,Peat and peat products,0.000
Denmark,2019,Peat and peat products,0.000
Denmark,2020,Peat and peat products,0.000
Denmark,2021,Peat and peat products,0.000
Denmark,2022,Peat and peat products,0.000
Estonia,2011,Peat and peat products,51.005
Estonia,2012,Peat and peat products,47.225
Estonia,2013,Peat and peat products,44.082
Estonia,2014,Peat and peat products,38.572
Estonia,2015,Peat and peat products,31.976
Estonia,2016,Peat and peat products,34.388
Estonia,2017,Peat and peat products,39.195
Estonia,2018,Peat and peat products,33.923
Estonia,2019,Peat and peat products,23.059
Estonia,2020,Peat and peat products,15.317
Estonia,2021,Peat and peat products,4.755
Estonia,2022,Peat and peat products,7.809
Greece,2011,Peat and peat products,0.000
Greece,2012,Peat and peat products,0.000
Greece,2013,Peat and peat products,0.000
Greece,2014,Peat and peat products,0.000
Greece,2015,Peat and peat products,0.000
Greece,2016,Peat and peat products,0.000
Greece,2017,Peat and peat products,0.000
Greece,2018,Peat and peat products,0.000
Greece,2019,Peat and peat products,0.000
Greece,2020,Peat and peat products,0.000
Greece,2021,Peat and peat products,0.000
Greece,2022,Peat and peat products,0.000
Spain,2011,Peat and peat products,0.000
Spain,2012,Peat and peat products,0.000
Spain,2013,Peat and peat products,0.000
Spain,2014,Peat and peat products,0.000
Spain,2015,Peat and peat products,0.000
Spain,2016,Peat and peat products,0.000
Spain,2017,Peat and peat products,0.000
Spain,2018,Peat and peat products,0.000
Spain,2019,Peat and peat products,0.000
Spain,2020,Peat and peat products,0.000
Spain,2021,Peat and peat products,0.000
Spain,2022,Peat and peat products,0.000
Finland,2011,Peat and peat products,2030.255
Finland,2012,Peat and peat products,1557.753
Finland,2013,Peat and peat products,1350.351
Finland,2014,Peat and peat products,1426.776
Finland,2015,Peat and peat products,1385.064
Finland,2016,Peat and peat products,1345.987
Finland,2017,Peat and peat products,1283.407
Finland,2018,Peat and peat products,1477.842
Finland,2019,Peat and peat products,1353.155
Finland,2020,Peat and peat products,1030.420
Finland,2021,Peat and peat products,915.133
Finland,2022,Peat and peat products,875.775
France,2011,Peat and peat products,0.000
France,2012,Peat and peat products,0.000
France,2013,Peat and peat products,0.000
France,2014,Peat and peat products,0.000
France,2015,Peat and peat products,0.000
France,2016,Peat and peat products,0.000
France,2017,Peat and peat products,0.000
France,2018,Peat and peat products,0.000
France,2019,Peat and peat products,0.000
France,2020,Peat and peat products,0.000
France,2021,Peat and peat products,0.000
France,2022,Peat and peat products,0.000
Georgia,2013,Peat and peat products,0.000
Georgia,2014,Peat and peat products,0.000
Georgia,2015,Peat and peat products,0.000
Georgia,2016,Peat and peat products,0.000
Georgia,2017,Peat and peat products,0.000
Georgia,2018,Peat and peat products,0.000
Georgia,2019,Peat and peat products,0.000
Georgia,2020,Peat and peat products,0.000
Georgia,2021,Peat and peat products,0.000
Georgia,2022,Peat and peat products,0.000
Croatia,2011,Peat and peat products,0.000
Croatia,2012,Peat and peat products,0.000
Croatia,2013,Peat and peat products,0.000
Croatia,2014,Peat and peat products,0.000
Croatia,2015,Peat and peat products,0.000
Croatia,2016,Peat and peat products,0.000
Croatia,2017,Peat and peat products,0.000
Croatia,2018,Peat and peat products,0.000
Croatia,2019,Peat and peat products,0.000
Croatia,2020,Peat and peat products,0.000
Croatia,2021,Peat and peat products,0.000
Croatia,2022,Peat and peat products,0.000
Hungary,2011,Peat and peat products,0.000
Hungary,2012,Peat and peat products,0.000
Hungary,2013,Peat and peat products,0.000
Hungary,2014,Peat and peat products,0.000
Hungary,2015,Peat and peat products,0.000
Hungary,2016,Peat and peat products,0.000
Hungary,2017,Peat and peat products,0.000
Hungary,2018,Peat and peat products,0.000
Hungary,2019,Peat and peat products,0.000
Hungary,2020,Peat and peat products,0.000
Hungary,2021,Peat and peat products,0.000
Hungary,2022,Peat and peat products,0.368
Ireland,2011,Peat and peat products,704.419
Ireland,2012,Peat and peat products,1115.474
Ireland,2013,Peat and peat products,385.659
Ireland,2014,Peat and peat products,672.277
Ireland,2015,Peat and peat products,761.779
Ireland,2016,Peat and peat products,773.154
Ireland,2017,Peat and peat products,673.294
Ireland,2018,Peat and peat products,607.421
Ireland,2019,Peat and peat products,758.494
Ireland,2020,Peat and peat products,599.368
Ireland,2021,Peat and peat products,348.826
Ireland,2022,Peat and peat products,320.893
Iceland,2011,Peat and peat products,0.000
Iceland,2012,Peat and peat products,0.000
Iceland,2013,Peat and peat products,0.000
Iceland,2014,Peat and peat products,0.000
Iceland,2015,Peat and peat products,0.000
Iceland,2016,Peat and peat products,0.000
Iceland,2017,Peat and peat products,0.000
Iceland,2018,Peat and peat products,0.000
Iceland,2019,Peat and peat products,0.000
Iceland,2020,Peat and peat products,0.000
Iceland,2021,Peat and peat products,0.000
Italy,2011,Peat and peat products,0.000
Italy,2012,Peat and peat products,0.000
Italy,2013,Peat and peat products,0.000
Italy,2014,Peat and peat products,0.000
Italy,2015,Peat and peat products,0.000
Italy,2016,Peat and peat products,0.000
Italy,2017,Peat and peat products,0.000
Italy,2018,Peat and peat products,0.000
Italy,2019,Peat and peat products,0.000
Italy,2020,Peat and peat products,0.000
Italy,2021,Peat and peat products,0.000
Italy,2022,Peat and peat products,0.000
Lithuania,2011,Peat and peat products,28.911
Lithuania,2012,Peat and peat products,33.358
Lithuania,2013,Peat and peat products,40.954
Lithuania,2014,Peat and peat products,30.779
Lithuania,2015,Peat and peat products,20.416
Lithuania,2016,Peat and peat products,24.954
Lithuania,2017,Peat and peat products,33.584
Lithuania,2018,Peat and peat products,37.038
Lithuania,2019,Peat and peat products,27.138
Lithuania,2020,Peat and peat products,18.174
Lithuania,2021,Peat and peat products,21.897
Lithuania,2022,Peat and peat products,23.427
Luxembourg,2011,Peat and peat products,0.000
Luxembourg,2012,Peat and peat products,0.000
Luxembourg,2013,Peat and peat products,0.000
Luxembourg,2014,Peat and peat products,0.000
Luxembourg,2015,Peat and peat products,0.000
Luxembourg,2016,Peat and peat products,0.000
Luxembourg,2017,Peat and peat products,0.000
Luxembourg,2018,Peat and peat products,0.000
Luxembourg,2019,Peat and peat products,0.000
Luxembourg,2020,Peat and peat products,0.000
Luxembourg,2021,Peat and peat products,0.000
Luxembourg,2022,Peat and peat products,0.000
Latvia,2011,Peat and peat products,0.960
Latvia,2012,Peat and peat products,0.720
Latvia,2013,Peat and peat products,1.920
Latvia,2014,Peat and peat products,0.720
Latvia,2015,Peat and peat products,0.240
Latvia,2016,Peat and peat products,0.720
Latvia,2017,Peat and peat products,0.659
Latvia,2018,Peat and peat products,2.804
Latvia,2019,Peat and peat products,1.009
Latvia,2020,Peat and peat products,0.567
Latvia,2021,Peat and peat products,0.976
Latvia,2022,Peat and peat products,0.773
Moldova,2011,Peat and peat products,0.000
Moldova,2012,Peat and peat products,0.000
Moldova,2013,Peat and peat products,0.000
Moldova,2014,Peat and peat products,0.000
Moldova,2015,Peat and peat products,0.284
Moldova,2016,Peat and peat products,0.000
Moldova,2017,Peat and peat products,0.000
Moldova,2018,Peat and peat products,0.000
Moldova,2019,Peat and peat products,0.000
Moldova,2020,Peat and peat products,0.000
Moldova,2021,Peat and peat products,0.000
Moldova,2022,Peat and peat products,0.085
Montenegro,2011,Peat and peat products,0.000
Montenegro,2012,Peat and peat products,0.000
Montenegro,2013,Peat and peat products,0.000
Montenegro,2014,Peat and peat products,0.000
Montenegro,2015,Peat and peat products,0.000
Montenegro,2016,Peat and peat products,0.000
Montenegro,2017,Peat and peat products,0.000
Montenegro,2018,Peat and peat products,0.000
Montenegro,2019,Peat and peat products,0.000
Montenegro,2020,Peat and peat products,0.000
Montenegro,2021,Peat and peat products,0.000
Montenegro,2022,Peat and peat products,0.000
North Macedonia,2011,Peat and peat products,0.000
North Macedonia,2012,Peat and peat products,0.000
North Macedonia,2013,Peat and peat products,0.000
North Macedonia,2014,Peat and peat products,0.000
North Macedonia,2015,Peat and peat products,0.000
North Macedonia,2016,Peat and peat products,0.000
North Macedonia,2017,Peat and peat products,0.000
North Macedonia,2018,Peat and peat products,0.000
North Macedonia,2019,Peat and peat products,0.000
North Macedonia,2020,Peat and peat products,0.000
North Macedonia,2021,Peat and peat products,0.000
North Macedonia,2022,Peat and peat products,0.000
Malta,2011,Peat and peat products,0.000
Malta,2012,Peat and peat products,0.000
Malta,2013,Peat and peat products,0.000
Malta,2014,Peat and peat products,0.000
Malta,2015,Peat and peat products,0.000
Malta,2016,Peat and peat products,0.000
Malta,2017,Peat and peat products,0.000
Malta,2018,Peat and peat products,0.000
Malta,2019,Peat and peat products,0.000
Malta,2020,Peat and peat products,0.000
Malta,2021,Peat and peat products,0.000
Malta,2022,Peat and peat products,0.000
Netherlands,2011,Peat and peat products,0.000
Netherlands,2012,Peat and peat products,0.000
Netherlands,2013,Peat and peat products,0.000
Netherlands,2014,Peat and peat products,0.000
Netherlands,2015,Peat and peat products,0.000
Netherlands,2016,Peat and peat products,0.000
Netherlands,2017,Peat and peat products,0.000
Netherlands,2018,Peat and peat products,0.000
Netherlands,2019,Peat and peat products,0.000
Netherlands,2020,Peat and peat products,0.000
Netherlands,2021,Peat and peat products,0.000
Netherlands,2022,Peat and peat products,0.000
Norway,2011,Peat and peat products,0.000
Norway,2012,Peat and peat products,0.000
Norway,2013,Peat and peat products,0.000
Norway,2014,Peat and peat products,0.000
Norway,2015,Peat and peat products,0.000
Norway,2016,Peat and peat products,0.000
Norway,2017,Peat and peat products,0.000
Norway,2018,Peat and peat products,0.000
Norway,2019,Peat and peat products,0.000
Norway,2020,Peat and peat products,0.000
Norway,2021,Peat and peat products,0.000
Norway,2022,Peat and peat products,0.000
Poland,2011,Peat and peat products,0.000
Poland,2012,Peat and peat products,0.000
Poland,2013,Peat and peat products,0.000
Poland,2014,Peat and peat products,0.000
Poland,2015,Peat and peat products,0.000
Poland,2016,Peat and peat products,0.000
Poland,2017,Peat and peat products,0.000
Poland,2018,Peat and peat products,0.000
Poland,2019,Peat and peat products,0.000
Poland,2020,Peat and peat products,0.000
Poland,2021,Peat and peat products,0.000
Poland,2022,Peat and peat products,0.000
Portugal,2011,Peat and peat products,0.000
Portugal,2012,Peat and peat products,0.000
Portugal,2013,Peat and peat products,0.000
Portugal,2014,Peat and peat products,0.000
Portugal,2015,Peat and peat products,0.000
Portugal,2016,Peat and peat products,0.000
Portugal,2017,Peat and peat products,0.000
Portugal,2018,Peat and peat products,0.000
Portugal,2019,Peat and peat products,0.000
Portugal,2020,Peat and peat products,0.000
Portugal,2021,Peat and peat products,0.000
Portugal,2022,Peat and peat products,0.000
Romania,2011,Peat and peat products,8.188
Romania,2012,Peat and peat products,0.420
Romania,2013,Peat and peat products,7.978
Romania,2014,Peat and peat products,6.928
Romania,2015,Peat and peat products,8.188
Romania,2016,Peat and peat products,9.447
Romania,2017,Peat and peat products,11.862
Romania,2018,Peat and peat products,14.854
Romania,2019,Peat and peat products,14.668
Romania,2020,Peat and peat products,16.334
Romania,2021,Peat and peat products,17.755
Romania,2022,Peat and peat products,18.042
Serbia,2011,Peat and peat products,0.000
Serbia,2012,Peat and peat products,0.000
Serbia,2013,Peat and peat products,0.000
Serbia,2014,Peat and peat products,0.000
Serbia,2015,Peat and peat products,0.000
Serbia,2016,Peat and peat products,0.000
Serbia,2017,Peat and peat products,0.000
Serbia,2018,Peat and peat products,0.000
Serbia,2019,Peat and peat products,0.000
Serbia,2020,Peat and peat products,0.000
Serbia,2021,Peat and peat products,0.000
Serbia,2022,Peat and peat products,0.000
Sweden,2011,Peat and peat products,331.002
Sweden,2012,Peat and peat products,253.110
Sweden,2013,Peat and peat products,230.805
Sweden,2014,Peat and peat products,168.348
Sweden,2015,Peat and peat products,135.511
Sweden,2016,Peat and peat products,144.205
Sweden,2017,Peat and peat products,135.427
Sweden,2018,Peat and peat products,189.708
Sweden,2019,Peat and peat products,126.622
Sweden,2020,Peat and peat products,61.906
Sweden,2021,Peat and peat products,62.771
Sweden,2022,Peat and peat products,31.998
Slovenia,2011,Peat and peat products,0.000
Slovenia,2012,Peat and peat products,0.000
Slovenia,2013,Peat and peat products,0.000
Slovenia,2014,Peat and peat products,0.000
Slovenia,2015,Peat and peat products,0.000
Slovenia,2016,Peat and peat products,0.000
Slovenia,2017,Peat and peat products,0.000
Slovenia,2018,Peat and peat products,0.000
Slovenia,2019,Peat and peat products,0.000
Slovenia,2020,Peat and peat products,0.000
Slovenia,2021,Peat and peat products,0.000
Slovenia,2022,Peat and peat products,0.000
Slovakia,2011,Peat and peat products,0.000
Slovakia,2012,Peat and peat products,0.000
Slovakia,2013,Peat and peat products,0.000
